,ssc,category
1640,22004,Coffee Shop
1641,22004,Bakery
1642,22004,Coffee Shop
1643,22004,Café
1644,22004,Office
1645,22004,Pizza Place
1646,22004,Café
1647,22025,Pizza Place
1648,22025,Café
1649,22025,Café
1650,22025,Pizza Place
1651,22025,Café
1652,22025,Café
1653,22025,Coffee Shop
1654,22025,Café
1655,22025,Café
1656,22025,Pizza Place
1657,22025,Art Gallery
1658,22025,Café
1659,22025,Café
1660,22025,Café
1661,22025,Café
1662,22025,Café
1663,22025,Playground
1664,22025,Café
1665,22026,Zoo Exhibit
1666,22026,Zoo
1667,22026,Zoo Exhibit
1668,22026,Zoo Exhibit
1669,22026,Zoo Exhibit
1670,22026,General Entertainment
1671,22026,Park
1672,22026,Zoo Exhibit
1673,22026,Park
1674,22026,Zoo Exhibit
1675,22026,Zoo Exhibit
1676,22026,Zoo Exhibit
1677,22026,Zoo Exhibit
1678,22026,Zoo Exhibit
1679,22026,Zoo Exhibit
1680,22026,Zoo Exhibit
1681,22026,Hockey Arena
1682,22026,Zoo Exhibit
1683,22026,Park
1684,22026,Zoo Exhibit
1685,22026,Dog Run
1686,22026,General Entertainment
1687,22026,Garden
1688,22026,Zoo Exhibit
1689,22026,Sports Club
1690,22026,Zoo Exhibit
1691,22026,General Entertainment
1692,22026,Café
1693,22026,Sports Club
1694,22026,Park
1695,22029,Café
1696,22029,Pizza Place
1697,22029,Café
1698,22029,Café
1699,22029,Café
1700,22029,Park
1701,22029,Playground
1702,22029,Park
1703,22029,Sports Club
1704,22029,Playground
1705,22029,General Entertainment
1706,22030,Café
1707,22030,Café
1708,22030,Playground
1709,22030,Coffee Shop
1710,22030,Pizza Place
1711,22035,Pizza Place
1712,22035,Café
1713,22035,Italian Restaurant
1714,22035,Café
1715,22035,Café
1716,22035,Café
1717,22035,Café
1718,22035,Pizza Place
1719,22035,Pizza Place
1720,22035,Pizza Place
1721,22035,Bar
1722,22095,Café
1723,22095,General Entertainment
1724,22095,Beach
1725,22095,Coffee Shop
1726,22095,Soccer Field
1727,22095,Garden
1728,22095,Café
1729,22095,Café
1730,22095,General Entertainment
1731,22106,Park
1732,22106,Pizza Place
1733,22106,Park
1734,22106,Park
1735,22106,Coffee Shop
1736,22106,Coffee Shop
1737,22106,Pizza Place
1738,22106,Playground
1739,22106,Pool
1740,22106,Café
1741,22106,Café
1742,22106,Café
1743,22106,Café
1744,22106,Café
1745,22106,Deli / Bodega
1746,22106,Café
1747,22106,Pizza Place
1748,22106,Café
1749,22106,Italian Restaurant
1750,22106,Café
1751,22106,Café
1752,22106,Café
1753,22106,Café
1754,22106,Italian Restaurant
1755,22106,Café
1756,22106,Coffee Shop
1757,22106,Zoo Exhibit
1758,22106,General Entertainment
1759,22106,Café
1760,22110,Café
1761,22110,Park
1762,22110,Park
1763,22110,Breakfast Spot
1764,22110,Park
1765,22110,Sports Club
1766,22110,Dog Run
1767,22110,Sports Club
1768,22110,Café
1769,22110,Playground
1770,22110,Playground
1771,22110,Park
1772,22110,Café
1773,22110,Café
1774,22110,Public Art
1775,22110,Park
1776,22110,Pizza Place
1777,22158,Café
1778,22158,Grocery Store
1779,22158,Café
1780,22158,Café
1781,22158,Café
1782,22158,Art Gallery
1783,22158,Café
1784,22158,Strip Club
1785,22158,Café
1786,22158,Coffee Shop
1787,22158,Café
1788,22158,Pizza Place
1789,22158,Theme Park
1790,22158,Café
1791,22158,Café
1792,22158,Art Gallery
1793,22158,Art Gallery
1794,22158,Coffee Shop
1795,22158,Café
1796,22158,Café
1797,22158,Café
1798,22158,Café
1799,22158,Art Gallery
1800,22158,Playground
1801,22158,Art Gallery
1802,22158,Art Gallery
1803,22158,Café
1804,22158,Bar
1805,22158,Café
1806,22158,Café
1807,22167,Café
1808,22167,Café
1809,22167,Café
1810,22167,Café
1811,22167,Café
1812,22167,Café
1813,22167,Coffee Shop
1814,22167,Park
1815,22167,Garden
1816,22167,Café
1817,22167,Café
1818,22167,Café
1819,22167,Exhibit
1820,22167,Park
1821,22167,Café
1822,22167,Pizza Place
1823,22167,General Entertainment
1824,22167,General Entertainment
1825,22167,Café
1826,22167,Café
1827,22167,Garden
1828,22167,General Entertainment
1829,22167,General Entertainment
1830,22167,General Entertainment
1831,22223,Beach
1832,22223,Café
1833,22223,Café
1834,22223,Café
1835,22223,Café
1836,22223,Café
1837,22223,Café
1838,22223,Café
1839,22223,Pizza Place
1840,22223,Coffee Shop
1841,22223,Park
1842,22223,Café
1843,22223,Deli / Bodega
1844,22223,Art Gallery
1845,22223,Café
1846,22223,Café
1847,22223,Café
1848,22223,Garden
1849,22223,Pizza Place
1850,22223,Café
1851,22223,Café
1852,22223,Trail
1853,22223,Café
1854,22223,Playground
1855,22223,Café
1856,22223,Café
1857,22223,Recreation Center
1858,22223,Pizza Place
1859,22223,General Entertainment
1860,22299,Coffee Shop
1861,22299,Café
1862,22299,Café
1863,22299,Coffee Shop
1864,22299,Café
1865,22299,Coffee Shop
1866,22299,Pizza Place
1867,22299,Coffee Shop
1868,22299,Playground
1869,22299,Café
1870,22299,Vegetarian / Vegan Restaurant
1871,22299,Café
1872,22299,Wine Bar
1873,22299,Café
1874,22299,Café
1875,22299,Café
1876,22299,Café
1877,22299,Café
1878,22299,Café
1879,22299,Coffee Shop
1880,22299,Café
1881,22299,Breakfast Spot
1882,22299,Café
1883,22299,Pizza Place
1884,22299,Café
1885,22299,Café
1886,22299,Café
1887,22299,Café
1888,22302,Food Court
1889,22302,Bridge
1890,22302,Plaza
1891,22302,Playground
1892,22302,Park
1893,22302,Bridge
1894,22302,Café
1895,22302,Café
1896,22302,Coffee Shop
1897,22302,Pizza Place
1898,22302,Park
1899,22302,Café
1900,22302,Café
1901,22302,Trail
1902,22302,Café
1903,22302,Café
1904,22302,Café
1905,22302,Café
1906,22302,Café
1907,22302,Park
1908,22302,Café
1909,22302,Café
1910,22302,Bar
1911,22302,Café
1912,22302,Café
1913,22302,Coffee Shop
1914,22302,Art Gallery
1915,22302,Café
1916,22302,Café
1917,22303,Café
1918,22303,Café
1919,22303,Café
1920,22303,Garden
1921,22303,Café
1922,22303,Dessert Shop
1923,22303,Coffee Shop
1924,22303,Café
1925,22303,Bridge
1926,22303,Café
1927,22303,Park
1928,22303,Trail
1929,22303,Bridge
1930,22303,Pizza Place
1931,22303,Café
1932,22303,Café
1933,22303,Café
1934,22303,Pizza Place
1935,22303,French Restaurant
1936,22303,Australian Restaurant
1937,22303,Café
1938,22303,Café
1939,22303,Coffee Shop
1940,22303,Pool
1941,22303,Italian Restaurant
1942,22303,Café
1943,22303,Coffee Shop
1944,22303,Café
1945,22303,Café
1946,22303,Bakery
1947,22304,Coffee Shop
1948,22304,Café
1949,22304,Park
1950,22304,Plaza
1951,22304,Pizza Place
1952,22304,Café
1953,22304,River
1954,22304,Coffee Shop
1955,22304,Art Gallery
1956,22304,Bridge
1957,22304,Coffee Shop
1958,22304,Café
1959,22304,Bridge
1960,22304,Plaza
1961,22304,Art Gallery
1962,22304,Bar
1963,22304,Café
1964,22304,Café
1965,22304,Café
1966,22304,Café
1967,22304,Café
1968,22304,Café
1969,22304,Hotel Bar
1970,22304,Café
1971,22304,Grocery Store
1972,22304,Pool
1973,22304,General Entertainment
1974,22304,General Entertainment
1975,22304,Café
1976,22304,General Entertainment
1977,22332,Coffee Shop
1978,22332,Coffee Shop
1979,22332,Italian Restaurant
1980,22332,Café
1981,22332,Park
1982,22332,Garden
1983,22332,Australian Restaurant
1984,22332,American Restaurant
1985,22332,History Museum
1986,22332,Art Gallery
1987,22332,Playground
1988,22332,Café
1989,22332,Theme Park
1990,22332,Café
1991,22332,Pizza Place
1992,22332,Coffee Shop
1993,22332,Theme Park
1994,22332,Diner
1995,22332,Café
1996,22332,Gastropub
1997,22332,Café
1998,22332,Dessert Shop
1999,22332,Café
2000,22332,Café
2001,22332,Café
2002,22332,Historic Site
2003,22332,Coffee Shop
2004,22332,Café
2005,22332,Bakery
2006,22332,Café
2007,22333,Park
2008,22333,Café
2009,22333,General Entertainment
2010,22333,Zoo Exhibit
2011,22333,Coffee Shop
2012,22333,General Entertainment
2013,22333,Park
2014,22333,Historic Site
2015,22333,Pizza Place
2016,22333,General Entertainment
2017,22333,Park
2018,22333,Café
2019,22333,General Entertainment
2020,22333,Zoo Exhibit
2021,22333,Coffee Shop
2022,22333,General Entertainment
2023,22333,Park
2024,22333,Historic Site
2025,22333,Pizza Place
2026,22333,General Entertainment
2027,22334,Playground
2028,22334,Beach
2029,22334,Café
2030,22334,Café
2031,22334,Restaurant
2032,22334,Pizza Place
2033,22334,Garden
2034,22334,Tattoo Parlor
2035,22334,Exhibit
2036,22334,Memorial Site
2037,22334,Park
2038,22334,Café
2039,22334,Café
2040,22334,Burger Joint
2041,22334,Italian Restaurant
2042,22334,Café
2043,22334,Playground
2044,22334,Bar
2045,22334,Surf Spot
2046,22334,Park
2047,22334,Soccer Field
2048,22334,Pizza Place
2049,22334,Historic Site
2050,22334,Art Gallery
2051,22334,Coffee Shop
2052,22334,Breakfast Spot
2053,22334,Café
2054,22334,Italian Restaurant
2055,22387,Café
2056,22387,Café
2057,22387,Bridge
2058,22387,Café
2059,22387,Café
2060,22387,Café
2061,22387,Café
2062,22387,Pizza Place
2063,22387,Park
2064,22387,Café
2065,22387,Garden
2066,22387,Garden Center
2067,22387,Playground
2068,22387,Park
2069,22387,Café
2070,22387,Café
2071,22387,Café
2072,22387,Multiplex
2073,22387,Café
2074,22387,Pizza Place
2075,22471,Café
2076,22471,Café
2077,22472,Playground
2078,22496,Coffee Shop
2079,22496,Café
2080,22496,Café
2081,22496,Theater
2082,22496,Pizza Place
2083,22496,Vegetarian / Vegan Restaurant
2084,22496,Pizza Place
2085,22496,Bar
2086,22496,Pizza Place
2087,22496,Playground
2088,22496,Café
2089,22496,Coffee Shop
2090,22496,Café
2091,22496,French Restaurant
2092,22496,Café
2093,22496,Café
2094,22496,Italian Restaurant
2095,22496,Coffee Shop
2096,22496,Café
2097,22496,Park
2098,22496,Café
2099,22496,Pizza Place
2100,22496,Pizza Place
2101,22496,Café
2102,22496,Café
2103,22496,Café
2104,22496,Café
2105,22496,Café
2106,22534,Café
2107,22534,Food Court
2108,22559,Dog Run
2109,22559,Pizza Place
2110,22559,Café
2111,22559,Nature Preserve
2112,22559,Dog Run
2113,22559,Pizza Place
2114,22559,General Entertainment
2115,22559,Dog Run
2116,22559,Park
2117,22559,Café
2118,22559,General Entertainment
2119,22559,Movie Theater
2120,22559,Café
2121,22559,Café
2122,22707,Café
2123,22707,Café
2124,22743,General Entertainment
2125,22743,Coffee Shop
2126,22791,Park
2127,22791,Café
2128,22791,Café
2129,22791,Playground
2130,22791,Furniture / Home Store
2131,22791,Park
2132,22791,Park
2133,22791,Café
2134,22791,Pizza Place
2135,22791,Deli / Bodega
2136,22791,Pizza Place
2137,22791,Café
2138,22791,Café
2139,22791,Park
2140,22791,Bridge
2141,22791,Indie Movie Theater
2142,22791,Café
2143,22791,Playground
2144,22791,Café
2145,22791,Café
2146,22791,Café
2147,22791,Café
2148,22791,Pizza Place
2149,22791,Art Gallery
2150,22791,Cafeteria
2151,22791,Art Gallery
2152,22791,Zoo Exhibit
2153,22791,Café
2154,22791,Café
2155,22791,Café
