SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
22900,Yarram,205,Latrobe - Gippsland,1,100
22901,Yarrambat,209,Melbourne - North East,1,100
22902,Yarraville,213,Melbourne - West,1,100
22903,Yarrawalla,202,Bendigo,1,100
22904,Yarrawonga (Vic.),216,Shepparton,1,100
22905,Yarrawonga South,216,Shepparton,1,100
22906,Yarroweyah,216,Shepparton,1,100
22907,Yatchaw,217,Warrnambool and South West,1,100
22908,Yawong Hills,215,North West,1,100
22909,Yea,204,Hume,1,100
22910,Yellingbo,211,Melbourne - Outer East,1,100
22911,Yelta (Vic.),215,North West,1,100
22912,Yendon,201,Ballarat,1,100
22913,Yeo,217,Warrnambool and South West,1,100
22914,Yeodene,217,Warrnambool and South West,1,100
22915,Yering,211,Melbourne - Outer East,1,100
22916,Yeungroon,215,North West,1,100
22917,Yeungroon East,215,North West,1,100
22918,Yielima,216,Shepparton,1,100
22919,Yinnar,205,Latrobe - Gippsland,1,100
22920,Yinnar South,205,Latrobe - Gippsland,1,100
22921,York Plains (Vic.),215,North West,1,100
22922,Youanmite,216,Shepparton,1,100
22923,Youarang,216,Shepparton,1,100
22924,Yulecart,217,Warrnambool and South West,1,100
22925,Yundool,216,Shepparton,1,100
22926,Yuroke,210,Melbourne - North West,1,100
22927,Yuulong,217,Warrnambool and South West,1,100
22928,Zeerust,216,Shepparton,1,100
22929,Zumsteins,215,North West,1,100
30001,Abbeywood,319,Wide Bay,1,100
30002,Abbotsford (Qld),319,Wide Bay,1,100
30003,Abercorn,319,Wide Bay,1,100
30004,Abergowrie,318,Townsville,1,100
30005,Abingdon Downs,315,Queensland - Outback,1,100
30006,Abington (Qld),319,Wide Bay,1,100
30007,Acacia Ridge,303,Brisbane - South,1,100
30008,Acland,307,Darling Downs - Maranoa,1,100
30009,Adare,317,Toowoomba,1,100
30010,Adavale,315,Queensland - Outback,1,100
30011,Adelaide Park,308,Central Queensland,1,100
30012,Advancetown,309,Gold Coast,1,100
30013,Aeroglen,306,Cairns,1,100
30014,Agnes Water,308,Central Queensland,1,100
30015,Airdmillan,318,Townsville,1,100
30016,Airlie Beach,312,Mackay - Isaac - Whitsunday,1,100
30017,Airville,318,Townsville,1,100
30018,Aitkenvale,318,Townsville,1,100
30019,Alabama Hill,318,Townsville,1,100
30020,Albany Creek,314,Moreton Bay - South,1,100
30021,Alberta,308,Central Queensland,1,100
30022,Alberton (Qld),309,Gold Coast,1,100
30023,Albinia,308,Central Queensland,1,100
30024,Albion (Brisbane - Qld),305,Brisbane Inner City,1,100
30025,Albion (Richmond - Qld),315,Queensland - Outback,1,100
30026,Alderley,304,Brisbane - West,0.0271242,2.7124188
30026,Alderley,305,Brisbane Inner City,0.9728758,97.2875812
30027,Aldershot,319,Wide Bay,1,100
30028,Aldoga,308,Central Queensland,1,100
30029,Alexandra (Qld),312,Mackay - Isaac - Whitsunday,1,100
30030,Alexandra Headland,316,Sunshine Coast,1,100
30031,Alexandra Hills,301,Brisbane - East,1,100
30032,Algester,303,Brisbane - South,1,100
30033,Alice Creek,319,Wide Bay,1,100
30034,Alice River,318,Townsville,1,100
30035,Allan,307,Darling Downs - Maranoa,1,100
30036,Allandale (Qld),310,Ipswich,1,100
30037,Allenstown,308,Central Queensland,1,100
30038,Allenview,311,Logan - Beaudesert,1,100
30039,Alligator Creek (Mackay - Qld),312,Mackay - Isaac - Whitsunday,1,100
30040,Alligator Creek (Townsville - Qld),318,Townsville,1,100
30041,Allora,307,Darling Downs - Maranoa,1,100
30042,Alloway,319,Wide Bay,1,100
30043,Almaden,315,Queensland - Outback,1,100
30044,Aloomba,306,Cairns,1,100
30045,Alpha,315,Queensland - Outback,1,100
30046,Alsace,308,Central Queensland,1,100
30047,Alton Downs,308,Central Queensland,1,100
30048,Alva,318,Townsville,1,100
30049,Amamoor,319,Wide Bay,1,100
30050,Amamoor Creek,319,Wide Bay,1,100
30051,Amaroo (Qld),315,Queensland - Outback,1,100
30052,Amber,315,Queensland - Outback,1,100
30053,Amberley,310,Ipswich,1,100
30054,Ambrose,308,Central Queensland,1,100
30055,Amby,307,Darling Downs - Maranoa,1,100
30056,Amiens,307,Darling Downs - Maranoa,1,100
30057,Amity,301,Brisbane - East,1,100
30058,Andergrove,312,Mackay - Isaac - Whitsunday,1,100
30059,Anderleigh,319,Wide Bay,1,100
30060,Andromache,312,Mackay - Isaac - Whitsunday,1,100
30061,Anduramba,307,Darling Downs - Maranoa,1,100
30062,Annandale (Qld),318,Townsville,1,100
30063,Annerley,303,Brisbane - South,1,100
30064,Anstead,304,Brisbane - West,1,100
30065,Anthony,310,Ipswich,1,100
30066,Antigua,319,Wide Bay,1,100
30067,Apple Tree Creek,319,Wide Bay,1,100
30068,Applethorpe,307,Darling Downs - Maranoa,1,100
30069,Arafura Sea,315,Queensland - Outback,1,100
30070,Araluen (Qld),319,Wide Bay,1,100
30071,Aramac,315,Queensland - Outback,1,100
30072,Aramara,319,Wide Bay,1,100
30073,Arana Hills,314,Moreton Bay - South,1,100
30074,Aranbanga,319,Wide Bay,1,100
30075,Aratula (Qld),310,Ipswich,1,100
30076,Arbouin,315,Queensland - Outback,1,100
30077,Arcadia (Qld),318,Townsville,1,100
30078,Arcadia Valley,308,Central Queensland,1,100
30079,Archer River,315,Queensland - Outback,1,100
30080,Archerfield,303,Brisbane - South,1,100
30081,Arcturus,308,Central Queensland,1,100
30082,Argoon (Qld),308,Central Queensland,1,100
30083,Argyll,308,Central Queensland,1,100
30084,Armstrong Beach,312,Mackay - Isaac - Whitsunday,1,100
30085,Armstrong Creek (Qld),314,Moreton Bay - South,1,100
30086,Aroona,316,Sunshine Coast,1,100
30087,Arriga,315,Queensland - Outback,1,100
30088,Arundel,309,Gold Coast,1,100
30089,Ascot (Brisbane - Qld),305,Brisbane Inner City,1,100
30090,Ascot (Toowoomba - Qld),307,Darling Downs - Maranoa,1,100
30091,Ashfield (Qld),319,Wide Bay,1,100
30092,Ashgrove,305,Brisbane Inner City,1,100
30093,Ashmore,309,Gold Coast,1,100
30094,Ashwell,310,Ipswich,1,100
30095,Aspley,302,Brisbane - North,1,100
30096,Atherton,306,Cairns,1,100
30097,Athol,307,Darling Downs - Maranoa,1,100
30098,Atkinsons Dam,310,Ipswich,1,100
30099,Aubigny,307,Darling Downs - Maranoa,1,100
30100,Auburn (Qld),307,Darling Downs - Maranoa,1,100
30101,Auchenflower,305,Brisbane Inner City,1,100
30102,Augathella,315,Queensland - Outback,1,100
30103,Augustine Heights,310,Ipswich,1,100
30104,Aurukun,315,Queensland - Outback,1,100
30105,Austinville,309,Gold Coast,1,100
30106,Avenell Heights,319,Wide Bay,1,100
30107,Avoca (Qld),319,Wide Bay,1,100
30108,Avoca Vale,313,Moreton Bay - North,1,100
30109,Avondale (Qld),319,Wide Bay,1,100
30110,Ayr,318,Townsville,1,100
30111,Babinda (Qld),306,Cairns,1,100
30112,Back Plains,307,Darling Downs - Maranoa,1,100
30113,Badu Island,315,Queensland - Outback,1,100
30114,Baffle Creek,308,Central Queensland,1,100
30115,Baffle West,307,Darling Downs - Maranoa,1,100
30116,Bahrs Scrub,311,Logan - Beaudesert,1,100
30117,Bajool,308,Central Queensland,1,100
30118,Bakers Bend,315,Queensland - Outback,1,100
30119,Bakers Creek (Qld),312,Mackay - Isaac - Whitsunday,1,100
30120,Baking Board,307,Darling Downs - Maranoa,1,100
30121,Balberra,312,Mackay - Isaac - Whitsunday,1,100
30122,Balcomba,308,Central Queensland,1,100
30123,Bald Hills (Qld),302,Brisbane - North,1,100
30124,Bald Knob,316,Sunshine Coast,1,100
30125,Balgal Beach,318,Townsville,1,100
30126,Balgowan (Qld),307,Darling Downs - Maranoa,1,100
30127,Ball Bay,312,Mackay - Isaac - Whitsunday,1,100
30128,Ballandean,307,Darling Downs - Maranoa,1,100
30129,Ballard,317,Toowoomba,1,100
30130,Ballaroo,307,Darling Downs - Maranoa,1,100
30131,Ballogie,319,Wide Bay,1,100
30132,Balmoral (Qld),305,Brisbane Inner City,1,100
30133,Balmoral Ridge,316,Sunshine Coast,1,100
30134,Balnagowan,312,Mackay - Isaac - Whitsunday,1,100
30135,Bamaga,315,Queensland - Outback,1,100
30136,Bambaroo,318,Townsville,1,100
30137,Bamboo,306,Cairns,1,100
30138,Bamboo Creek,306,Cairns,1,100
30139,Ban Ban,319,Wide Bay,1,100
30140,Ban Ban Springs,319,Wide Bay,1,100
30141,Banana,308,Central Queensland,1,100
30142,Bancroft,319,Wide Bay,1,100
30143,Bangalee (Qld),308,Central Queensland,1,100
30144,Bangall,315,Queensland - Outback,1,100
30145,Banks Creek,310,Ipswich,1,100
30146,Banks Pocket,319,Wide Bay,1,100
30147,Banksia Beach,313,Moreton Bay - North,1,100
30148,Bannockburn (Qld),311,Logan - Beaudesert,1,100
30149,Banyo,302,Brisbane - North,1,100
30150,Bapaume,307,Darling Downs - Maranoa,1,100
30151,Barakula,307,Darling Downs - Maranoa,1,100
30152,Baralaba,308,Central Queensland,1,100
30153,Barambah,319,Wide Bay,1,100
30154,Barcaldine,315,Queensland - Outback,1,100
30155,Barcaldine Downs,315,Queensland - Outback,1,100
30156,Bardon,305,Brisbane Inner City,1,100
30157,Baree,308,Central Queensland,1,100
30158,Barellan Point,310,Ipswich,1,100
30159,Bargara,319,Wide Bay,1,100
30160,Bargunyah,307,Darling Downs - Maranoa,1,100
30161,Barker Creek Flat,319,Wide Bay,1,100
30162,Barkly (Qld),315,Queensland - Outback,1,100
30163,Barlil,319,Wide Bay,1,100
30164,Barlows Hill,308,Central Queensland,1,100
30165,Barlyne,319,Wide Bay,1,100
30166,Barmaryee,308,Central Queensland,1,100
30167,Barmoya,308,Central Queensland,1,100
30168,Barnard,308,Central Queensland,1,100
30169,Barney Point,308,Central Queensland,1,100
30170,Barney View,311,Logan - Beaudesert,1,100
30171,Baroondah,308,Central Queensland,1,100
30172,Barramornie,307,Darling Downs - Maranoa,1,100
30173,Barratta (Qld),318,Townsville,1,100
30174,Barrine,306,Cairns,1,100
30175,Barringha,318,Townsville,1,100
30176,Barringun,315,Queensland - Outback,1,100
30177,Barron,306,Cairns,1,100
30178,Barron Gorge,306,Cairns,1,100
30179,Bartle Frere,306,Cairns,1,100
30180,Barwidgi,315,Queensland - Outback,1,100
30181,Basalt (Qld),318,Townsville,1,100
30182,Basilisk,306,Cairns,1,100
30183,Basin Pocket,310,Ipswich,1,100
30184,Battery Hill,316,Sunshine Coast,1,100
30185,Bauhinia,308,Central Queensland,1,100
30186,Bauple,319,Wide Bay,1,100
30187,Bauple Forest,319,Wide Bay,1,100
30188,Bayrick,315,Queensland - Outback,1,100
30189,Bayview Heights,306,Cairns,1,100
30190,Beach Holm,318,Townsville,1,100
30191,Beachmere,313,Moreton Bay - North,1,100
30192,Beaconsfield (Qld),312,Mackay - Isaac - Whitsunday,1,100
30193,Beatrice,306,Cairns,1,100
30194,Beaudesert,311,Logan - Beaudesert,1,100
30195,Beaufort (Qld),315,Queensland - Outback,1,100
30196,Beaver Rock,319,Wide Bay,1,100
30197,Bedourie,315,Queensland - Outback,1,100
30198,Beebo,307,Darling Downs - Maranoa,1,100
30199,Beecher,308,Central Queensland,1,100
30200,Beechmont,309,Gold Coast,1,100
30201,Beelbee,307,Darling Downs - Maranoa,1,100
30202,Beelbi Creek,319,Wide Bay,1,100
30203,Beenaam Valley,319,Wide Bay,1,100
30204,Beenleigh,311,Logan - Beaudesert,1,100
30205,Beerburrum,316,Sunshine Coast,1,100
30206,Beeron,319,Wide Bay,1,100
30207,Beerwah,316,Sunshine Coast,1,100
30208,Begonia,307,Darling Downs - Maranoa,1,100
30209,Beilba,307,Darling Downs - Maranoa,1,100
30210,Belcong,308,Central Queensland,1,100
30211,Belgian Gardens,318,Townsville,1,100
30212,Belivah,311,Logan - Beaudesert,1,100
30213,Bell (Qld),307,Darling Downs - Maranoa,1,100
30214,Bella Creek,319,Wide Bay,1,100
30215,Bellara,313,Moreton Bay - North,1,100
30216,Bellbird Park,310,Ipswich,1,100
30217,Bellbowrie,304,Brisbane - West,1,100
30218,Bellenden Ker,306,Cairns,1,100
30219,Bellevue (Qld),315,Queensland - Outback,1,100
30220,Bellfield (Qld),315,Queensland - Outback,1,100
30221,Belli Park,316,Sunshine Coast,1,100
30222,Bellmere,313,Moreton Bay - North,1,100
30223,Bells Bridge,319,Wide Bay,1,100
30224,Bells Creek,316,Sunshine Coast,1,100
30225,Bellthorpe,313,Moreton Bay - North,1,100
30226,Belmont (Qld),301,Brisbane - East,1,100
30227,Belmunda,312,Mackay - Isaac - Whitsunday,1,100
30228,Belvedere,306,Cairns,1,100
30229,Belyando,312,Mackay - Isaac - Whitsunday,1,100
30230,Bemerside,318,Townsville,1,100
30231,Benair,319,Wide Bay,1,100
30232,Benaraby,308,Central Queensland,1,100
30233,Benarkin,319,Wide Bay,1,100
30234,Benarkin North,319,Wide Bay,1,100
30235,Benholme,312,Mackay - Isaac - Whitsunday,1,100
30236,Benobble,309,Gold Coast,1,100
30237,Benowa,309,Gold Coast,1,100
30238,Bentley Park,306,Cairns,1,100
30239,Berajondo,308,Central Queensland,1,100
30240,Berat,307,Darling Downs - Maranoa,1,100
30241,Bergen,307,Darling Downs - Maranoa,1,100
30242,Berrinba,311,Logan - Beaudesert,1,100
30243,Berserker,308,Central Queensland,1,100
30244,Bethania,311,Logan - Beaudesert,1,100
30245,Biarra,310,Ipswich,1,100
30246,Biboohra,315,Queensland - Outback,1,100
30247,Biddaddaba,311,Logan - Beaudesert,1,100
30248,Biddeston,307,Darling Downs - Maranoa,1,100
30249,Bidwill (Qld),319,Wide Bay,1,100
30250,Biggenden,319,Wide Bay,1,100
30251,Biggera Waters,309,Gold Coast,1,100
30252,Bilinga,309,Gold Coast,1,100
30253,Billa Billa,307,Darling Downs - Maranoa,1,100
30254,Biloela,308,Central Queensland,1,100
30255,Bilyana,306,Cairns,1,100
30256,Bindebango,307,Darling Downs - Maranoa,1,100
30257,Bingegang,308,Central Queensland,1,100
30258,Bingil Bay,306,Cairns,1,100
30259,Binjour,319,Wide Bay,1,100
30260,Binna Burra (Qld),309,Gold Coast,1,100
30261,Birdsville,315,Queensland - Outback,1,100
30262,Birkalla,306,Cairns,1,100
30263,Birkdale,301,Brisbane - East,1,100
30264,Birnam (Scenic Rim - Qld),311,Logan - Beaudesert,1,100
30265,Birnam (Toowoomba - Qld),317,Toowoomba,1,100
30266,Birtinya,316,Sunshine Coast,1,100
30267,Black Duck Creek,317,Toowoomba,1,100
30268,Black Jack,318,Townsville,1,100
30269,Black Mountain (Qld),316,Sunshine Coast,1,100
30270,Black River (Qld),318,Townsville,1,100
30271,Black Snake,319,Wide Bay,1,100
30272,Blackall,315,Queensland - Outback,1,100
30273,Blackbull,315,Queensland - Outback,1,100
30274,Blackbutt (Qld),319,Wide Bay,1,100
30275,Blackbutt North,319,Wide Bay,1,100
30276,Blackbutt South,319,Wide Bay,1,100
30277,Blackdown,308,Central Queensland,1,100
30278,Blackrock,318,Townsville,1,100
30279,Blacks Beach,312,Mackay - Isaac - Whitsunday,1,100
30280,Blacksoil,310,Ipswich,1,100
30281,Blackstone,310,Ipswich,1,100
30282,Blackswamp,307,Darling Downs - Maranoa,1,100
30283,Blackwater,308,Central Queensland,1,100
30284,Blairmore,319,Wide Bay,1,100
30285,Blanchview,317,Toowoomba,1,100
30286,Blantyre,310,Ipswich,1,100
30287,Blaxland (Qld),307,Darling Downs - Maranoa,1,100
30288,Blenheim,310,Ipswich,1,100
30289,Bli Bli,316,Sunshine Coast,1,100
30290,Bloomfield,306,Cairns,0.0597017,5.9701709
30290,Bloomfield,315,Queensland - Outback,0.9402983,94.0298291
30291,Bloomsbury,312,Mackay - Isaac - Whitsunday,1,100
30292,Blue Mountain,312,Mackay - Isaac - Whitsunday,1,100
30293,Blue Mountain Heights,317,Toowoomba,1,100
30294,Bluewater,318,Townsville,1,100
30295,Bluewater Park,318,Townsville,1,100
30296,Bluff,308,Central Queensland,1,100
30297,Blythdale,307,Darling Downs - Maranoa,1,100
30298,Boatman,315,Queensland - Outback,1,100
30299,Bogandilla,307,Darling Downs - Maranoa,1,100
30300,Bogie,312,Mackay - Isaac - Whitsunday,1,100
30301,Bohle,318,Townsville,1,100
30302,Bohle Plains,318,Townsville,1,100
30303,Boigu Island,315,Queensland - Outback,1,100
30304,Bokarina,316,Sunshine Coast,1,100
30305,Bollier,319,Wide Bay,1,100
30306,Bollon,307,Darling Downs - Maranoa,1,100
30307,Bolwarra (Qld),315,Queensland - Outback,1,100
30308,Bombeeta,306,Cairns,1,100
30309,Bon Accord,319,Wide Bay,1,100
30310,Bondoola,308,Central Queensland,1,100
30311,Bongaree,313,Moreton Bay - North,1,100
30312,Bongeen,307,Darling Downs - Maranoa,1,100
30313,Bonnie Doon (Qld),306,Cairns,1,100
30314,Bonogin,309,Gold Coast,1,100
30315,Bonshaw (Qld),307,Darling Downs - Maranoa,1,100
30316,Bony Mountain,307,Darling Downs - Maranoa,1,100
30317,Boodua,307,Darling Downs - Maranoa,1,100
30318,Boogan,306,Cairns,1,100
30319,Booie,319,Wide Bay,1,100
30320,Boolboonda,319,Wide Bay,1,100
30321,Boolburra,308,Central Queensland,1,100
30322,Boompa,319,Wide Bay,1,100
30323,Boonah (Qld),310,Ipswich,1,100
30324,Boonara,319,Wide Bay,1,100
30325,Boonarga,307,Darling Downs - Maranoa,1,100
30326,Boondall,302,Brisbane - North,1,100
30327,Boondandilla,307,Darling Downs - Maranoa,1,100
30328,Boondooma,319,Wide Bay,1,100
30329,Boonooroo,319,Wide Bay,1,100
30330,Boonooroo Plains,319,Wide Bay,1,100
30331,Booral (Qld),319,Wide Bay,1,100
30332,Booroobin,313,Moreton Bay - North,0.4496124,44.961245
30332,Booroobin,316,Sunshine Coast,0.5503876,55.038755
30333,Booubyjan,319,Wide Bay,1,100
30334,Booval,310,Ipswich,1,100
30335,Booyal,319,Wide Bay,1,100
30336,Borallon,310,Ipswich,1,100
30337,Boreen Point,316,Sunshine Coast,1,100
30338,Boronia Heights,311,Logan - Beaudesert,1,100
30339,Bororen,308,Central Queensland,1,100
30340,Boulder Creek,308,Central Queensland,1,100
30341,Bouldercombe,308,Central Queensland,1,100
30342,Boulia,315,Queensland - Outback,1,100
30343,Bountiful Islands,315,Queensland - Outback,1,100
30344,Bowen,312,Mackay - Isaac - Whitsunday,1,100
30345,Bowen Hills,305,Brisbane Inner City,1,100
30346,Bowenville,307,Darling Downs - Maranoa,1,100
30347,Boyland,309,Gold Coast,1,100
30348,Boyne Island,308,Central Queensland,1,100
30349,Boyne Valley,308,Central Queensland,1,100
30350,Boynedale,308,Central Queensland,1,100
30351,Boyneside,319,Wide Bay,1,100
30352,Boynewood,319,Wide Bay,1,100
30353,Bracalba,313,Moreton Bay - North,1,100
30354,Bracewell,308,Central Queensland,1,100
30355,Bracken Ridge,302,Brisbane - North,1,100
30356,Braemeadows,318,Townsville,1,100
30357,Braemore,310,Ipswich,1,100
30358,Bramston Beach,306,Cairns,1,100
30359,Branch Creek,319,Wide Bay,1,100
30360,Branchview,307,Darling Downs - Maranoa,1,100
30361,Brandon,318,Townsville,1,100
30362,Brandy Creek (Qld),312,Mackay - Isaac - Whitsunday,1,100
30363,Branyan,319,Wide Bay,1,100
30364,Brassall,310,Ipswich,1,100
30365,Bray Park (Qld),314,Moreton Bay - South,1,100
30366,Breadalbane (Qld),312,Mackay - Isaac - Whitsunday,1,100
30367,Breakaway,315,Queensland - Outback,1,100
30368,Breddan,318,Townsville,1,100
30369,Brendale,314,Moreton Bay - South,1,100
30370,Bribie Island North,313,Moreton Bay - North,1,100
30371,Bridgeman Downs,302,Brisbane - North,1,100
30372,Bridges,316,Sunshine Coast,1,100
30373,Brigalow,307,Darling Downs - Maranoa,1,100
30374,Brightly,312,Mackay - Isaac - Whitsunday,1,100
30375,Brighton (Qld),302,Brisbane - North,1,100
30376,Brightview,310,Ipswich,1,100
30377,Brigooda,319,Wide Bay,1,100
30378,Bringalily,307,Darling Downs - Maranoa,1,100
30379,Brinsmead,306,Cairns,1,100
30380,Brisbane Airport,302,Brisbane - North,1,100
30381,Brisbane City,305,Brisbane Inner City,1,100
30382,Broadbeach,309,Gold Coast,1,100
30383,Broadbeach Waters,309,Gold Coast,1,100
30384,Broadmere,308,Central Queensland,1,100
30385,Broadwater (Qld),307,Darling Downs - Maranoa,1,100
30386,Broken River,312,Mackay - Isaac - Whitsunday,1,100
30387,Bromelton,311,Logan - Beaudesert,1,100
30388,Brookfield (Qld),304,Brisbane - West,1,100
30389,Brookhill,318,Townsville,1,100
30390,Brooklands,319,Wide Bay,1,100
30391,Brookstead,307,Darling Downs - Maranoa,1,100
30392,Brookwater,310,Ipswich,1,100
30393,Brooloo,319,Wide Bay,1,100
30394,Brooweena,319,Wide Bay,1,100
30395,Broughton (Qld),318,Townsville,1,100
30396,Brovinia,319,Wide Bay,1,100
30397,Browns Plains (Qld),311,Logan - Beaudesert,1,100
30398,Broxburn,307,Darling Downs - Maranoa,1,100
30399,Brush Creek,307,Darling Downs - Maranoa,1,100
30400,Bryden,310,Ipswich,1,100
30401,Brymaroo,307,Darling Downs - Maranoa,1,100
30402,Buaraba,310,Ipswich,1,100
30403,Buaraba South,317,Toowoomba,1,100
30404,Bucasia,312,Mackay - Isaac - Whitsunday,1,100
30405,Bucca (Qld),319,Wide Bay,1,100
30406,Buccan,311,Logan - Beaudesert,1,100
30407,Buckingham (Qld),315,Queensland - Outback,1,100
30408,Buckland (Qld),308,Central Queensland,1,100
30409,Buddina,316,Sunshine Coast,1,100
30410,Buderim,316,Sunshine Coast,1,100
30411,Budgee,307,Darling Downs - Maranoa,1,100
30412,Bukali,319,Wide Bay,1,100
30413,Bulgun,306,Cairns,1,100
30414,Bulimba,305,Brisbane Inner City,1,100
30415,Bullawarra,315,Queensland - Outback,1,100
30416,Bullcamp,319,Wide Bay,1,100
30417,Bulleringa,315,Queensland - Outback,1,100
30418,Bulli Creek,307,Darling Downs - Maranoa,1,100
30419,Bulloo Downs,315,Queensland - Outback,1,100
30420,Bullyard,319,Wide Bay,1,100
30421,Bulwer,313,Moreton Bay - North,1,100
30422,Bunburra,310,Ipswich,1,100
30423,Bundaberg Central,319,Wide Bay,1,100
30424,Bundaberg East,319,Wide Bay,1,100
30425,Bundaberg North,319,Wide Bay,1,100
30426,Bundaberg South,319,Wide Bay,1,100
30427,Bundaberg West,319,Wide Bay,1,100
30428,Bundall,309,Gold Coast,1,100
30429,Bundamba,310,Ipswich,1,100
30430,Bundi,307,Darling Downs - Maranoa,1,100
30431,Bundoora (Qld),308,Central Queensland,1,100
30432,Bungaban,307,Darling Downs - Maranoa,0.9999998,99.9999808
30433,Bungadoo,319,Wide Bay,1,100
30434,Bungalow,306,Cairns,1,100
30435,Bungeworgorai,307,Darling Downs - Maranoa,1,100
30436,Bungil (Qld),307,Darling Downs - Maranoa,1,100
30437,Bungundarra,308,Central Queensland,1,100
30438,Bungunya,307,Darling Downs - Maranoa,1,100
30439,Bunjurgen,310,Ipswich,1,100
30440,Bunya,314,Moreton Bay - South,1,100
30441,Bunya Creek,319,Wide Bay,1,100
30442,Bunya Mountains,307,Darling Downs - Maranoa,0.6643355,66.4335548
30442,Bunya Mountains,319,Wide Bay,0.3356645,33.5664452
30443,Burbank,303,Brisbane - South,1,100
30444,Burdell,318,Townsville,1,100
30445,Burgowan,319,Wide Bay,1,100
